k    | x                                                                                | f(x)                             | delta  | target_acc | ||~g||         | f_evals | success | msg
   0 | [0.24, 0.77, 0.16, 0.83, 0.25, 0.53, 0.27]                                       |                        -14238.13 | 0.1000 |     1.0000 |          -1.00 |       1 |       0 | 
   1 | [0.24, 0.77, 0.16, 0.83, 0.25, 0.53, 0.27]                                       |                        -14238.13 | 0.1000 |     0.5000 |           1.85 |      27 |       0 | line search failure
   2 | [0.24, 0.77, 0.16, 0.83, 0.25, 0.53, 0.27]                                       |                        -14238.13 | 0.1000 |     0.5000 |           1.49 |      49 |       0 | line search success
   3 | [0.36, 0.79, 0.1, 0.75, 0.37, 0.65, 0.34]                                        |                        -14238.13 | 0.1000 |     0.5000 |           1.78 |      52 |       0 | line search success
   4 | [0.36, 0.79, 0.1, 0.75, 0.37, 0.65, 0.34]                                        |                        -21007.55 | 0.1000 |     0.2500 |           1.64 |      79 |       0 | line search failure
   5 | [0.31, 0.81, 0.03, 0.9, 0.23, 0.7, 0.46]                                         |                        -21007.55 | 0.1000 |     0.2500 |           1.60 |      82 |       0 | line search success
   6 | [0.31, 0.81, 0.03, 0.9, 0.23, 0.7, 0.46]                                         |                        -26698.50 | 0.1000 |     0.1250 |           1.17 |     111 |       0 | line search failure
   7 | [0.32, 0.79, 0.06, 0.88, 0.26, 0.73, 0.49]                                       |                        -26698.50 | 0.1000 |     0.1250 |           1.64 |     116 |       0 | line search success
   8 | [0.3, 0.81, 0.07, 0.87, 0.25, 0.73, 0.49]                                        |                        -28073.61 | 0.1000 |     0.1250 |           1.53 |     122 |       0 | line search success
   9 | [0.3, 0.81, 0.07, 0.87, 0.25, 0.73, 0.49]                                        |                        -28468.09 | 0.1000 |     0.0625 |           1.64 |     149 |       0 | line search failure
  10 | [0.3, 0.81, 0.07, 0.87, 0.25, 0.73, 0.49]                                        |                        -28468.09 | 0.0486 |     0.0625 |           1.56 |     149 |       0 | 2b triggered
  11 | [0.3, 0.81, 0.07, 0.87, 0.24, 0.73, 0.49]                                        |                        -28468.09 | 0.0486 |     0.0625 |           1.18 |     159 |       0 | line search success
  12 | [0.3, 0.81, 0.07, 0.87, 0.24, 0.73, 0.49]                                        |                        -28539.33 | 0.0486 |     0.0625 |           1.70 |     170 |       0 | line search success
  13 | [0.3, 0.81, 0.07, 0.87, 0.24, 0.73, 0.49]                                        |                        -28568.57 | 0.0486 |     0.0312 |           1.66 |     197 |       0 | line search failure
  14 | [0.3, 0.81, 0.07, 0.87, 0.24, 0.73, 0.49]                                        |                        -28568.57 | 0.0239 |     0.0312 |           1.53 |     197 |       0 | 2b triggered
  15 | [0.3, 0.81, 0.07, 0.87, 0.24, 0.73, 0.49]                                        |                        -28568.57 | 0.0239 |     0.0312 |           1.59 |     210 |       0 | line search success
  16 | [0.3, 0.81, 0.07, 0.87, 0.24, 0.73, 0.49]                                        |                        -28569.99 | 0.0239 |     0.0156 |           1.03 |     236 |       0 | line search failure
  17 | [0.3, 0.81, 0.07, 0.87, 0.24, 0.73, 0.49]                                        |                        -28569.99 | 0.0106 |     0.0156 |           1.36 |     236 |       0 | 2b triggered
  18 | [0.3, 0.81, 0.07, 0.87, 0.24, 0.73, 0.49]                                        |                        -28569.99 | 0.0106 |     0.0078 |           1.27 |     261 |       0 | line search failure
  19 | [0.3, 0.81, 0.07, 0.87, 0.24, 0.73, 0.49]                                        |                        -28569.99 | 0.0045 |     0.0078 |           1.15 |     261 |       0 | 2b triggered
  20 | [0.3, 0.81, 0.07, 0.87, 0.24, 0.73, 0.49]                                        |                        -28569.99 | 0.0045 |     0.0078 |           1.76 |     277 |       0 | line search success
  20 | [0.3, 0.81, 0.07, 0.87, 0.24, 0.73, 0.49]                                        |                        -28570.48 | 0.0045 |     0.0039 |           1.95 |     304 |       0 | termination test triggered, algorithm terminated
